indicator,County,Year,subgroup1,subgroup_cat1,subgroup2,subgroup_cat2,aaRate10K,aaRate10Kpy,count,cRate10K,cRate10Kpy,dailyMean
Hospitalizations,Oneida,2013-2015,AgeGroup,35+,Total,,79.376,26.4587,1229,93.52,31.175,1.122
Hospitalizations,Oneida,2014-2016,AgeGroup,35+,Total,,86.982,28.9939,1353,103.33,34.444,1.234
Hospitalizations,Oneida,2015-2017,AgeGroup,35+,Total,,89.989,29.9963,1409,107.86,35.953,1.286
Hospitalizations,Oneida,2016-2018,AgeGroup,35+,Total,,91.921,30.6404,1465,112.23,37.41,1.337
Hospitalizations,Onondaga,2000-2002,AgeGroup,35+,Total,,117.941,39.3135,2961,123.45,41.149,2.702
Hospitalizations,Onondaga,2000-2018,AgeGroup,35+,Total,,540.576,28.4514,14982,601.55,31.661,2.159
Hospitalizations,Onondaga,2001-2003,AgeGroup,35+,Total,,115.297,38.4323,2931,121.31,40.437,2.677
Hospitalizations,Onondaga,2002-2004,AgeGroup,35+,Total,,110.644,36.8814,2850,117.08,39.025,2.6
Hospitalizations,Onondaga,2003-2005,AgeGroup,35+,Total,,104.022,34.6739,2709,110.58,36.859,2.472
Hospitalizations,Onondaga,2004-2006,AgeGroup,35+,Total,,96.102,32.034,2536,102.89,34.298,2.314
Hospitalizations,Onondaga,2005-2007,AgeGroup,35+,Total,,88.243,29.4142,2356,95.17,31.724,2.152
Hospitalizations,Onondaga,2006-2008,AgeGroup,35+,Total,,83.326,27.7752,2262,90.98,30.326,2.064
Hospitalizations,Onondaga,2007-2009,AgeGroup,35+,Total,,78.897,26.2989,2173,87.07,29.024,1.983
Hospitalizations,Onondaga,2008-2010,AgeGroup,35+,Total,,77.881,25.9604,2177,86.83,28.945,1.986
Hospitalizations,Onondaga,2009-2011,AgeGroup,35+,Total,,78.048,26.016,2201,87.45,29.152,2.01
Hospitalizations,Onondaga,2010-2012,AgeGroup,35+,Total,,79.679,26.5596,2271,89.98,29.994,2.072
Hospitalizations,Onondaga,2011-2013,AgeGroup,35+,Total,,79.368,26.4561,2287,90.43,30.145,2.087
Hospitalizations,Onondaga,2012-2014,AgeGroup,35+,Total,,73.939,24.6463,2165,85.46,28.487,1.975
Hospitalizations,Onondaga,2013-2015,AgeGroup,35+,Total,,67.57,22.5233,1987,78.28,26.095,1.815
Hospitalizations,Onondaga,2014-2016,AgeGroup,35+,Total,,66.807,22.2691,1965,77.36,25.787,1.793
Hospitalizations,Onondaga,2015-2017,AgeGroup,35+,Total,,67.926,22.6421,2004,78.89,26.296,1.828
Hospitalizations,Onondaga,2016-2018,AgeGroup,35+,Total,,69.687,23.2292,2071,81.48,27.161,1.89
Hospitalizations,Ontario,2000-2002,AgeGroup,35+,Total,,143.964,47.9878,812,145.73,48.575,0.741
Hospitalizations,Ontario,2000-2018,AgeGroup,35+,Total,,609.16,32.0611,4166,677.68,35.667,0.6
Hospitalizations,Ontario,2001-2003,AgeGroup,35+,Total,,143.18,47.7267,828,146.2,48.734,0.756
Hospitalizations,Ontario,2002-2004,AgeGroup,35+,Total,,130.53,43.5101,775,134.7,44.899,0.707
Hospitalizations,Ontario,2003-2005,AgeGroup,35+,Total,,119.237,39.7456,728,124.44,41.481,0.664
Hospitalizations,Ontario,2004-2006,AgeGroup,35+,Total,,109.719,36.5731,684,115.13,38.375,0.624
Hospitalizations,Ontario,2005-2007,AgeGroup,35+,Total,,106.307,35.4358,684,113.44,37.812,0.625
Hospitalizations,Ontario,2006-2008,AgeGroup,35+,Total,,99.489,33.1631,649,106.15,35.382,0.592
Hospitalizations,Ontario,2007-2009,AgeGroup,35+,Total,,92.046,30.6818,617,99.64,33.213,0.563
Hospitalizations,Ontario,2008-2010,AgeGroup,35+,Total,,84.09,28.03,576,91.85,30.618,0.526
Hospitalizations,Ontario,2009-2011,AgeGroup,35+,Total,,84.198,28.066,597,94.41,31.47,0.545
Hospitalizations,Ontario,2010-2012,AgeGroup,35+,Total,,82.864,27.6215,593,93.24,31.08,0.541
Hospitalizations,Ontario,2011-2013,AgeGroup,35+,Total,,87.302,29.1007,634,99.36,33.119,0.578
Hospitalizations,Ontario,2012-2014,AgeGroup,35+,Total,,83.232,27.744,615,95.98,31.994,0.561
Hospitalizations,Ontario,2013-2015,AgeGroup,35+,Total,,79.036,26.3453,602,93.53,31.175,0.55
Hospitalizations,Ontario,2014-2016,AgeGroup,35+,Total,,73.639,24.5464,572,88.57,29.524,0.522
Hospitalizations,Ontario,2015-2017,AgeGroup,35+,Total,,71.34,23.7799,558,86.07,28.69,0.509
Hospitalizations,Ontario,2016-2018,AgeGroup,35+,Total,,72.582,24.194,576,88.45,29.483,0.526
Hospitalizations,Orange,2000-2002,AgeGroup,35+,Total,,148.978,49.6594,2350,135.62,45.207,2.144
Hospitalizations,Orange,2000-2018,AgeGroup,35+,Total,,735.89,38.7311,13651,721.49,37.973,1.967
Hospitalizations,Orange,2001-2003,AgeGroup,35+,Total,,147.992,49.3305,2399,135.83,45.277,2.191
Hospitalizations,Orange,2002-2004,AgeGroup,35+,Total,,141.941,47.3136,2332,129.67,43.223,2.128
Hospitalizations,Orange,2003-2005,AgeGroup,35+,Total,,138.168,46.0561,2303,125.99,41.996,2.101
Hospitalizations,Orange,2004-2006,AgeGroup,35+,Total,,122.919,40.973,2086,112.54,37.515,1.903
Hospitalizations,Orange,2005-2007,AgeGroup,35+,Total,,117.758,39.2527,2051,109.31,36.437,1.873
Hospitalizations,Orange,2006-2008,AgeGroup,35+,Total,,116.3,38.7667,2070,109.21,36.403,1.889
Hospitalizations,Orange,2007-2009,AgeGroup,35+,Total,,116.499,38.8331,2102,110.0,36.667,1.918
Hospitalizations,Orange,2008-2010,AgeGroup,35+,Total,,115.756,38.5853,2128,110.56,36.852,1.942
Hospitalizations,Orange,2009-2011,AgeGroup,35+,Total,,109.78,36.5933,2057,106.3,35.434,1.879
Hospitalizations,Orange,2010-2012,AgeGroup,35+,Total,,108.179,36.0596,2073,106.74,35.581,1.891
Hospitalizations,Orange,2011-2013,AgeGroup,35+,Total,,106.251,35.4169,2064,106.07,35.356,1.883
Hospitalizations,Orange,2012-2014,AgeGroup,35+,Total,,107.392,35.7974,2128,109.08,36.361,1.942
Hospitalizations,Orange,2013-2015,AgeGroup,35+,Total,,108.931,36.3105,2207,112.73,37.577,2.016
Hospitalizations,Orange,2014-2016,AgeGroup,35+,Total,,108.855,36.285,2254,114.62,38.208,2.057
Hospitalizations,Orange,2015-2017,AgeGroup,35+,Total,,101.524,33.8415,2155,109.09,36.363,1.966
Hospitalizations,Orange,2016-2018,AgeGroup,35+,Total,,92.168,30.7225,1994,100.43,33.477,1.819
Hospitalizations,Orleans,2000-2002,AgeGroup,35+,Total,,190.195,63.3982,433,186.57,62.189,0.395
Hospitalizations,Orleans,2000-2018,AgeGroup,35+,Total,,910.802,47.9369,2350,975.65,51.35,0.339
Hospitalizations,Orleans,2001-2003,AgeGroup,35+,Total,,176.625,58.8751,411,175.77,58.591,0.375
Hospitalizations,Orleans,2002-2004,AgeGroup,35+,Total,,170.535,56.845,404,171.19,57.063,0.369
Hospitalizations,Orleans,2003-2005,AgeGroup,35+,Total,,151.546,50.5154,365,153.26,51.088,0.333
Hospitalizations,Orleans,2004-2006,AgeGroup,35+,Total,,142.136,47.3788,346,143.75,47.916,0.316
Hospitalizations,Orleans,2005-2007,AgeGroup,35+,Total,,132.928,44.3093,332,136.75,45.584,0.303
Hospitalizations,Orleans,2006-2008,AgeGroup,35+,Total,,143.395,47.7983,365,149.3,49.765,0.333
Hospitalizations,Orleans,2007-2009,AgeGroup,35+,Total,,144.453,48.1511,371,151.15,50.384,0.339
Hospitalizations,Orleans,2008-2010,AgeGroup,35+,Total,,145.397,48.4658,377,153.37,51.122,0.344
Hospitalizations,Orleans,2009-2011,AgeGroup,35+,Total,,126.946,42.3153,331,134.7,44.9,0.302
Hospitalizations,Orleans,2010-2012,AgeGroup,35+,Total,,139.199,46.3996,375,152.89,50.963,0.342
Hospitalizations,Orleans,2011-2013,AgeGroup,35+,Total,,141.156,47.052,382,155.87,51.957,0.349
Hospitalizations,Orleans,2012-2014,AgeGroup,35+,Total,,158.132,52.7107,432,176.86,58.952,0.394
Hospitalizations,Orleans,2013-2015,AgeGroup,35+,Total,,144.305,48.1017,395,162.52,54.173,0.361
Hospitalizations,Orleans,2014-2016,AgeGroup,35+,Total,,139.141,46.3802,389,160.95,53.649,0.355
Hospitalizations,Orleans,2015-2017,AgeGroup,35+,Total,,122.163,40.7212,347,144.17,48.056,0.317
Hospitalizations,Orleans,2016-2018,AgeGroup,35+,Total,,105.328,35.1094,304,126.47,42.156,0.277
Hospitalizations,Oswego,2000-2002,AgeGroup,35+,Total,,167.782,55.9274,996,160.78,53.595,0.909
Hospitalizations,Oswego,2000-2018,AgeGroup,35+,Total,,862.433,45.3912,5747,886.56,46.661,0.828
Hospitalizations,Oswego,2001-2003,AgeGroup,35+,Total,,156.52,52.1733,946,151.06,50.354,0.864
Hospitalizations,Oswego,2002-2004,AgeGroup,35+,Total,,153.158,51.0526,940,148.5,49.501,0.858
Hospitalizations,Oswego,2003-2005,AgeGroup,35+,Total,,153.076,51.0254,949,148.58,49.526,0.866
Hospitalizations,Oswego,2004-2006,AgeGroup,35+,Total,,151.542,50.5141,949,147.43,49.143,0.866
Hospitalizations,Oswego,2005-2007,AgeGroup,35+,Total,,144.432,48.1438,915,141.35,47.115,0.836
Hospitalizations,Oswego,2006-2008,AgeGroup,35+,Total,,141.271,47.0903,902,138.67,46.223,0.823
Hospitalizations,Oswego,2007-2009,AgeGroup,35+,Total,,129.341,43.1136,841,128.92,42.972,0.767
Hospitalizations,Oswego,2008-2010,AgeGroup,35+,Total,,127.595,42.5318,834,127.4,42.468,0.761
Hospitalizations,Oswego,2009-2011,AgeGroup,35+,Total,,130.624,43.5414,869,132.4,44.134,0.794
Hospitalizations,Oswego,2010-2012,AgeGroup,35+,Total,,140.599,46.8664,948,143.98,47.994,0.865
Hospitalizations,Oswego,2011-2013,AgeGroup,35+,Total,,143.819,47.9398,988,149.81,49.937,0.901
Hospitalizations,Oswego,2012-2014,AgeGroup,35+,Total,,127.948,42.6492,899,136.09,45.363,0.82
Hospitalizations,Oswego,2013-2015,AgeGroup,35+,Total,,112.981,37.6603,799,120.89,40.296,0.73
Hospitalizations,Oswego,2014-2016,AgeGroup,35+,Total,,107.75,35.9166,768,116.24,38.747,0.701
Hospitalizations,Oswego,2015-2017,AgeGroup,35+,Total,,112.834,37.6114,819,124.08,41.361,0.747
Hospitalizations,Oswego,2016-2018,AgeGroup,35+,Total,,120.366,40.1221,895,135.71,45.236,0.817
Hospitalizations,Otsego,2000-2002,AgeGroup,35+,Total,,165.88,55.2935,617,187.74,62.581,0.563
Hospitalizations,Otsego,2000-2018,AgeGroup,35+,Total,,742.823,39.096,3065,898.45,47.287,0.442
Hospitalizations,Otsego,2001-2003,AgeGroup,35+,Total,,160.144,53.3815,601,181.46,60.487,0.549
Hospitalizations,Otsego,2002-2004,AgeGroup,35+,Total,,154.247,51.4155,587,175.63,58.543,0.536
Hospitalizations,Otsego,2003-2005,AgeGroup,35+,Total,,141.87,47.2898,544,161.09,53.698,0.496
Hospitalizations,Otsego,2004-2006,AgeGroup,35+,Total,,127.495,42.4982,495,145.16,48.388,0.452
Hospitalizations,Otsego,2005-2007,AgeGroup,35+,Total,,115.776,38.5918,449,130.65,43.551,0.41
Hospitalizations,Otsego,2006-2008,AgeGroup,35+,Total,,104.771,34.9238,418,120.97,40.323,0.381
Hospitalizations,Otsego,2007-2009,AgeGroup,35+,Total,,102.429,34.1432,419,120.82,40.274,0.382
Hospitalizations,Otsego,2008-2010,AgeGroup,35+,Total,,105.156,35.052,436,125.46,41.819,0.398
Hospitalizations,Otsego,2009-2011,AgeGroup,35+,Total,,103.782,34.5941,435,125.2,41.732,0.397
Hospitalizations,Otsego,2010-2012,AgeGroup,35+,Total,,104.964,34.9881,446,128.6,42.868,0.407
Hospitalizations,Otsego,2011-2013,AgeGroup,35+,Total,,90.255,30.0848,394,113.94,37.979,0.359
Hospitalizations,Otsego,2012-2014,AgeGroup,35+,Total,,90.325,30.1084,399,115.78,38.593,0.364
Hospitalizations,Otsego,2013-2015,AgeGroup,35+,Total,,89.704,29.9014,399,116.12,38.708,0.364
Hospitalizations,Otsego,2014-2016,AgeGroup,35+,Total,,106.907,35.6356,472,137.7,45.901,0.431
Hospitalizations,Otsego,2015-2017,AgeGroup,35+,Total,,110.963,36.9877,494,144.22,48.073,0.451
Hospitalizations,Otsego,2016-2018,AgeGroup,35+,Total,,111.625,37.2082,498,145.43,48.476,0.454
Hospitalizations,Putnam,2000-2002,AgeGroup,35+,Total,,123.433,41.1444,555,103.15,34.384,0.506
Hospitalizations,Putnam,2000-2018,AgeGroup,35+,Total,,533.33,28.07,2923,504.46,26.55,0.421
Hospitalizations,Putnam,2001-2003,AgeGroup,35+,Total,,118.992,39.6638,549,100.13,33.376,0.501
Hospitalizations,Putnam,2002-2004,AgeGroup,35+,Total,,120.786,40.262,552,99.16,33.054,0.504
Hospitalizations,Putnam,2003-2005,AgeGroup,35+,Total,,109.084,36.3613,505,89.57,29.857,0.461
Hospitalizations,Putnam,2004-2006,AgeGroup,35+,Total,,100.666,33.5553,474,83.22,27.741,0.432
Hospitalizations,Putnam,2005-2007,AgeGroup,35+,Total,,79.763,26.5877,395,68.71,22.903,0.361
Hospitalizations,Putnam,2006-2008,AgeGroup,35+,Total,,74.587,24.8622,386,66.57,22.19,0.352
Hospitalizations,Putnam,2007-2009,AgeGroup,35+,Total,,74.126,24.7086,391,66.84,22.279,0.357
Hospitalizations,Putnam,2008-2010,AgeGroup,35+,Total,,78.438,26.1461,430,72.96,24.321,0.392
Hospitalizations,Putnam,2009-2011,AgeGroup,35+,Total,,73.724,24.5748,408,68.84,22.948,0.373
Hospitalizations,Putnam,2010-2012,AgeGroup,35+,Total,,69.49,23.1633,403,67.78,22.593,0.368
Hospitalizations,Putnam,2011-2013,AgeGroup,35+,Total,,71.679,23.893,420,70.46,23.486,0.383
Hospitalizations,Putnam,2012-2014,AgeGroup,35+,Total,,74.026,24.6753,445,74.54,24.846,0.406
Hospitalizations,Putnam,2013-2015,AgeGroup,35+,Total,,71.923,23.9745,444,74.3,24.768,0.405
Hospitalizations,Putnam,2014-2016,AgeGroup,35+,Total,,64.295,21.4317,414,69.28,23.093,0.378
Hospitalizations,Putnam,2015-2017,AgeGroup,35+,Total,,68.52,22.84,453,75.72,25.241,0.413
Hospitalizations,Putnam,2016-2018,AgeGroup,35+,Total,,74.544,24.8479,496,82.79,27.598,0.453
Hospitalizations,Queens,2000-2002,AgeGroup,35+,Total,,115.986,38.662,13412,117.36,39.121,12.237
Hospitalizations,Queens,2000-2018,AgeGroup,35+,Total,,531.008,27.9478,66742,556.09,29.268,9.617
Hospitalizations,Queens,2001-2003,AgeGroup,35+,Total,,113.15,37.7166,13197,114.73,38.244,12.052
Hospitalizations,Queens,2002-2004,AgeGroup,35+,Total,,108.219,36.0731,12697,109.99,36.665,11.585
Hospitalizations,Queens,2003-2005,AgeGroup,35+,Total,,101.514,33.8381,11970,103.45,34.482,10.922
Hospitalizations,Queens,2004-2006,AgeGroup,35+,Total,,96.57,32.19,11415,98.58,32.859,10.415
Hospitalizations,Queens,2005-2007,AgeGroup,35+,Total,,87.782,29.2608,10423,89.89,29.963,9.519
Hospitalizations,Queens,2006-2008,AgeGroup,35+,Total,,84.304,28.1012,10052,86.45,28.817,9.172
Hospitalizations,Queens,2007-2009,AgeGroup,35+,Total,,79.7,26.5667,9607,82.11,27.369,8.766
Hospitalizations,Queens,2008-2010,AgeGroup,35+,Total,,80.044,26.6815,9776,82.81,27.602,8.92
Hospitalizations,Queens,2009-2011,AgeGroup,35+,Total,,77.076,25.6919,9590,80.3,26.768,8.758
Hospitalizations,Queens,2010-2012,AgeGroup,35+,Total,,74.249,24.7498,9419,77.88,25.96,8.594
Hospitalizations,Queens,2011-2013,AgeGroup,35+,Total,,70.819,23.6063,9166,74.8,24.932,8.363
Hospitalizations,Queens,2012-2014,AgeGroup,35+,Total,,68.822,22.9406,9094,73.28,24.426,8.297
Hospitalizations,Queens,2013-2015,AgeGroup,35+,Total,,67.435,22.4784,9077,72.29,24.095,8.289
Hospitalizations,Queens,2014-2016,AgeGroup,35+,Total,,68.138,22.7127,9378,73.95,24.649,8.557
Hospitalizations,Queens,2015-2017,AgeGroup,35+,Total,,68.2,22.7333,9530,74.65,24.883,8.695
Hospitalizations,Queens,2016-2018,AgeGroup,35+,Total,,67.318,22.4394,9546,74.57,24.858,8.71
Hospitalizations,Rensselaer,2000-2002,AgeGroup,35+,Total,,118.19,39.3968,983,121.09,40.362,0.897
Hospitalizations,Rensselaer,2000-2018,AgeGroup,35+,Total,,567.945,29.8918,5274,611.37,32.177,0.76
Hospitalizations,Rensselaer,2001-2003,AgeGroup,35+,Total,,113.023,37.6744,948,115.85,38.616,0.866
Hospitalizations,Rensselaer,2002-2004,AgeGroup,35+,Total,,111.242,37.0805,947,114.54,38.179,0.864
Hospitalizations,Rensselaer,2003-2005,AgeGroup,35+,Total,,106.565,35.5217,916,109.53,36.511,0.836
Hospitalizations,Rensselaer,2004-2006,AgeGroup,35+,Total,,101.322,33.7741,886,104.58,34.859,0.808
Hospitalizations,Rensselaer,2005-2007,AgeGroup,35+,Total,,93.33,31.1098,833,97.22,32.408,0.761
Hospitalizations,Rensselaer,2006-2008,AgeGroup,35+,Total,,88.258,29.4192,803,92.75,30.918,0.733
Hospitalizations,Rensselaer,2007-2009,AgeGroup,35+,Total,,83.405,27.8016,766,87.89,29.298,0.699
Hospitalizations,Rensselaer,2008-2010,AgeGroup,35+,Total,,79.583,26.5276,738,84.39,28.129,0.673
Hospitalizations,Rensselaer,2009-2011,AgeGroup,35+,Total,,75.592,25.1972,709,80.97,26.989,0.647
Hospitalizations,Rensselaer,2010-2012,AgeGroup,35+,Total,,77.576,25.8588,745,84.91,28.305,0.68
Hospitalizations,Rensselaer,2011-2013,AgeGroup,35+,Total,,78.909,26.3029,764,86.8,28.934,0.697
Hospitalizations,Rensselaer,2012-2014,AgeGroup,35+,Total,,77.016,25.672,757,85.65,28.551,0.691
Hospitalizations,Rensselaer,2013-2015,AgeGroup,35+,Total,,76.793,25.5978,758,85.49,28.498,0.692
Hospitalizations,Rensselaer,2014-2016,AgeGroup,35+,Total,,83.982,27.9941,838,94.23,31.411,0.765
Hospitalizations,Rensselaer,2015-2017,AgeGroup,35+,Total,,87.426,29.1419,880,98.72,32.907,0.803
Hospitalizations,Rensselaer,2016-2018,AgeGroup,35+,Total,,81.591,27.197,835,93.42,31.139,0.762
Hospitalizations,Richmond,2000-2002,AgeGroup,35+,Total,,154.111,51.3702,3442,146.89,48.962,3.141
Hospitalizations,Richmond,2000-2018,AgeGroup,35+,Total,,652.631,34.349,16919,669.95,35.26,2.438
Hospitalizations,Richmond,2001-2003,AgeGroup,35+,Total,,145.844,48.6148,3319,139.38,46.459,3.031
Hospitalizations,Richmond,2002-2004,AgeGroup,35+,Total,,135.751,45.2504,3137,130.07,43.356,2.862
Hospitalizations,Richmond,2003-2005,AgeGroup,35+,Total,,131.061,43.6869,3073,126.18,42.062,2.804
Hospitalizations,Richmond,2004-2006,AgeGroup,35+,Total,,124.153,41.3843,2960,120.54,40.18,2.701
Hospitalizations,Richmond,2005-2007,AgeGroup,35+,Total,,115.667,38.5557,2814,113.7,37.9,2.57
Hospitalizations,Richmond,2006-2008,AgeGroup,35+,Total,,108.898,36.2993,2691,107.81,35.937,2.455
Hospitalizations,Richmond,2007-2009,AgeGroup,35+,Total,,101.865,33.955,2558,101.61,33.869,2.334
Hospitalizations,Richmond,2008-2010,AgeGroup,35+,Total,,97.944,32.648,2508,98.74,32.912,2.288
Hospitalizations,Richmond,2009-2011,AgeGroup,35+,Total,,91.458,30.4861,2392,93.42,31.142,2.184
Hospitalizations,Richmond,2010-2012,AgeGroup,35+,Total,,84.046,28.0152,2243,87.0,28.999,2.047
Hospitalizations,Richmond,2011-2013,AgeGroup,35+,Total,,79.166,26.3886,2159,83.18,27.727,1.97
Hospitalizations,Richmond,2012-2014,AgeGroup,35+,Total,,76.824,25.608,2148,82.27,27.422,1.96
Hospitalizations,Richmond,2013-2015,AgeGroup,35+,Total,,78.081,26.0271,2230,84.88,28.293,2.037
Hospitalizations,Richmond,2014-2016,AgeGroup,35+,Total,,81.393,27.1309,2370,89.72,29.906,2.162
Hospitalizations,Richmond,2015-2017,AgeGroup,35+,Total,,82.109,27.3696,2417,91.01,30.337,2.205
Hospitalizations,Richmond,2016-2018,AgeGroup,35+,Total,,80.445,26.815,2405,90.17,30.056,2.194
Hospitalizations,Rockland,2000-2002,AgeGroup,35+,Total,,96.411,32.1371,1401,92.41,30.802,1.278
Hospitalizations,Rockland,2000-2018,AgeGroup,35+,Total,,482.982,25.4201,8373,522.79,27.515,1.206
Hospitalizations,Rockland,2001-2003,AgeGroup,35+,Total,,88.07,29.3568,1307,85.2,28.401,1.194
Hospitalizations,Rockland,2002-2004,AgeGroup,35+,Total,,85.345,28.4485,1290,83.31,27.771,1.177
Hospitalizations,Rockland,2003-2005,AgeGroup,35+,Total,,82.496,27.4986,1267,81.27,27.089,1.156
Hospitalizations,Rockland,2004-2006,AgeGroup,35+,Total,,80.907,26.9689,1272,81.15,27.05,1.161
Hospitalizations,Rockland,2005-2007,AgeGroup,35+,Total,,78.743,26.2475,1264,80.28,26.76,1.154
Hospitalizations,Rockland,2006-2008,AgeGroup,35+,Total,,80.014,26.6714,1323,83.57,27.855,1.207
Hospitalizations,Rockland,2007-2009,AgeGroup,35+,Total,,76.624,25.5414,1296,81.32,27.107,1.182
Hospitalizations,Rockland,2008-2010,AgeGroup,35+,Total,,76.021,25.3403,1312,81.66,27.22,1.197
Hospitalizations,Rockland,2009-2011,AgeGroup,35+,Total,,72.923,24.3076,1280,79.07,26.357,1.169
Hospitalizations,Rockland,2010-2012,AgeGroup,35+,Total,,74.912,24.9707,1343,82.38,27.461,1.225
Hospitalizations,Rockland,2011-2013,AgeGroup,35+,Total,,74.106,24.702,1366,83.3,27.766,1.246
Hospitalizations,Rockland,2012-2014,AgeGroup,35+,Total,,74.47,24.8232,1399,84.84,28.28,1.276
Hospitalizations,Rockland,2013-2015,AgeGroup,35+,Total,,73.167,24.389,1409,85.02,28.341,1.287
Hospitalizations,Rockland,2014-2016,AgeGroup,35+,Total,,70.348,23.4495,1378,82.91,27.637,1.257
Hospitalizations,Rockland,2015-2017,AgeGroup,35+,Total,,65.821,21.9405,1308,78.61,26.204,1.193
Hospitalizations,Rockland,2016-2018,AgeGroup,35+,Total,,62.076,20.6921,1238,74.46,24.82,1.13
Hospitalizations,St. Lawrence,2000-2002,AgeGroup,35+,Total,,155.956,51.9853,914,160.47,53.488,0.834
Hospitalizations,St. Lawrence,2000-2018,AgeGroup,35+,Total,,755.648,39.771,4831,827.11,43.532,0.696
Hospitalizations,St. Lawrence,2001-2003,AgeGroup,35+,Total,,152.783,50.9278,905,158.26,52.754,0.826
Hospitalizations,St. Lawrence,2002-2004,AgeGroup,35+,Total,,144.064,48.0213,864,150.48,50.158,0.788
Hospitalizations,St. Lawrence,2003-2005,AgeGroup,35+,Total,,132.257,44.0855,804,139.31,46.436,0.734
Hospitalizations,St. Lawrence,2004-2006,AgeGroup,35+,Total,,120.58,40.1934,739,127.29,42.43,0.674
Hospitalizations,St. Lawrence,2005-2007,AgeGroup,35+,Total,,109.721,36.5738,678,116.17,38.723,0.619
Hospitalizations,St. Lawrence,2006-2008,AgeGroup,35+,Total,,105.932,35.3105,660,112.64,37.547,0.602
Hospitalizations,St. Lawrence,2007-2009,AgeGroup,35+,Total,,101.669,33.8897,642,109.28,36.426,0.586
Hospitalizations,St. Lawrence,2008-2010,AgeGroup,35+,Total,,101.374,33.7913,649,110.35,36.785,0.592
Hospitalizations,St. Lawrence,2009-2011,AgeGroup,35+,Total,,93.422,31.1406,605,102.8,34.265,0.553
Hospitalizations,St. Lawrence,2010-2012,AgeGroup,35+,Total,,101.793,33.9309,656,111.4,37.132,0.599
Hospitalizations,St. Lawrence,2011-2013,AgeGroup,35+,Total,,102.312,34.104,666,112.93,37.643,0.608
Hospitalizations,St. Lawrence,2012-2014,AgeGroup,35+,Total,,108.712,36.2375,718,121.62,40.54,0.655
Hospitalizations,St. Lawrence,2013-2015,AgeGroup,35+,Total,,100.354,33.4515,683,115.59,38.53,0.624
Hospitalizations,St. Lawrence,2014-2016,AgeGroup,35+,Total,,107.877,35.959,741,125.44,41.813,0.676
Hospitalizations,St. Lawrence,2015-2017,AgeGroup,35+,Total,,118.918,39.6394,827,140.02,46.674,0.755
Hospitalizations,St. Lawrence,2016-2018,AgeGroup,35+,Total,,128.196,42.732,900,152.41,50.803,0.821
Hospitalizations,Saratoga,2000-2002,AgeGroup,35+,Total,,120.616,40.2054,1237,112.43,37.477,1.129
Hospitalizations,Saratoga,2000-2018,AgeGroup,35+,Total,,531.987,27.9993,6831,548.04,28.844,0.984
Hospitalizations,Saratoga,2001-2003,AgeGroup,35+,Total,,113.605,37.8685,1208,107.49,35.83,1.103
Hospitalizations,Saratoga,2002-2004,AgeGroup,35+,Total,,109.935,36.6451,1200,104.54,34.846,1.095
Hospitalizations,Saratoga,2003-2005,AgeGroup,35+,Total,,107.078,35.6928,1199,102.36,34.12,1.094
Hospitalizations,Saratoga,2004-2006,AgeGroup,35+,Total,,103.285,34.4285,1183,99.1,33.032,1.079
Hospitalizations,Saratoga,2005-2007,AgeGroup,35+,Total,,97.219,32.4063,1143,94.15,31.383,1.044
Hospitalizations,Saratoga,2006-2008,AgeGroup,35+,Total,,86.726,28.9085,1057,85.68,28.559,0.964
Hospitalizations,Saratoga,2007-2009,AgeGroup,35+,Total,,82.421,27.4736,1035,82.77,27.592,0.944
Hospitalizations,Saratoga,2008-2010,AgeGroup,35+,Total,,79.503,26.501,1025,80.98,26.993,0.935
Hospitalizations,Saratoga,2009-2011,AgeGroup,35+,Total,,75.159,25.053,983,76.93,25.643,0.898
Hospitalizations,Saratoga,2010-2012,AgeGroup,35+,Total,,70.946,23.6486,949,73.66,24.553,0.866
Hospitalizations,Saratoga,2011-2013,AgeGroup,35+,Total,,66.028,22.0094,908,69.91,23.304,0.828
Hospitalizations,Saratoga,2012-2014,AgeGroup,35+,Total,,66.729,22.2429,939,71.72,23.905,0.857
Hospitalizations,Saratoga,2013-2015,AgeGroup,35+,Total,,65.996,21.9986,957,72.44,24.148,0.874
Hospitalizations,Saratoga,2014-2016,AgeGroup,35+,Total,,68.14,22.7133,1009,75.76,25.254,0.921
Hospitalizations,Saratoga,2015-2017,AgeGroup,35+,Total,,69.166,23.0555,1052,78.24,26.08,0.96
Hospitalizations,Saratoga,2016-2018,AgeGroup,35+,Total,,70.141,23.3805,1098,80.88,26.961,1.002
Hospitalizations,Schenectady,2000-2002,AgeGroup,35+,Total,,154.262,51.4207,1449,176.28,58.759,1.322
Hospitalizations,Schenectady,2000-2018,AgeGroup,35+,Total,,739.932,38.9438,7289,854.37,44.967,1.05
Hospitalizations,Schenectady,2001-2003,AgeGroup,35+,Total,,152.45,50.8167,1432,173.2,57.733,1.308
Hospitalizations,Schenectady,2002-2004,AgeGroup,35+,Total,,147.007,49.0023,1396,167.76,55.92,1.274
Hospitalizations,Schenectady,2003-2005,AgeGroup,35+,Total,,141.344,47.1147,1359,162.21,54.071,1.24
Hospitalizations,Schenectady,2004-2006,AgeGroup,35+,Total,,131.232,43.7439,1280,151.57,50.523,1.168
Hospitalizations,Schenectady,2005-2007,AgeGroup,35+,Total,,126.572,42.1908,1230,144.63,48.211,1.123
